"filename", "language", "Gradle", "Markdown", "Java Properties", "JSON", "XML", "Java", "TypeScript React", "Log", "Batch", "comment", "blank", "total"
"c:\Users\Ayansu.DESKTOP-POLNVCN\Desktop\A-Love-Story\core\src\com\nana\helper\PPM.java", "Java", 0, 0, 0, 0, 0, 7, 0, 0, 0, 3, 6, 16
"c:\Users\Ayansu.DESKTOP-POLNVCN\Desktop\A-Love-Story\core\src\com\nana\helper\Save.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Ayansu.DESKTOP-POLNVCN\Desktop\A-Love-Story\core\src\com\nana\helper\TiledMap\FinalTiledMapHelper.java", "Java", 0, 0, 0, 0, 0, 86, 0, 0, 0, 7, 21, 114
"c:\Users\Ayansu.DESKTOP-POLNVCN\Desktop\A-Love-Story\core\src\com\nana\helper\TiledMap\Level1TiledMapHelper.java", "Java", 0, 0, 0, 0, 0, 70, 0, 0, 0, 6, 19, 95
"c:\Users\Ayansu.DESKTOP-POLNVCN\Desktop\A-Love-Story\core\src\com\nana\helper\TiledMap\Level2TiledMapHelper.java", "Java", 0, 0, 0, 0, 0, 74, 0, 0, 0, 7, 21, 102
"c:\Users\Ayansu.DESKTOP-POLNVCN\Desktop\A-Love-Story\core\src\com\nana\helper\TiledMap\TutorialTiledMapHelper.java", "Java", 0, 0, 0, 0, 0, 68, 0, 0, 0, 1, 16, 85
"c:\Users\Ayansu.DESKTOP-POLNVCN\Desktop\A-Love-Story\core\src\com\nana\music\GameMusic.java", "Java", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 7, 19
"c:\Users\Ayansu.DESKTOP-POLNVCN\Desktop\A-Love-Story\core\src\com\nana\screens\Death.java", "Java", 0, 0, 0, 0, 0, 127, 0, 0, 0, 15, 45, 187
"c:\Users\Ayansu.DESKTOP-POLNVCN\Desktop\A-Love-Story\core\src\com\nana\screens\FinalBoss.java", "Java", 0, 0, 0, 0, 0, 376, 0, 0, 0, 16, 128, 520
"c:\Users\Ayansu.DESKTOP-POLNVCN\Desktop\A-Love-Story\core\src\com\nana\screens\Level1.java", "Java", 0, 0, 0, 0, 0, 216, 0, 0, 0, 8, 51, 275
"c:\Users\Ayansu.DESKTOP-POLNVCN\Desktop\A-Love-Story\core\src\com\nana\screens\Level2.java", "Java", 0, 0, 0, 0, 0, 214, 0, 0, 0, 8, 45, 267
"c:\Users\Ayansu.DESKTOP-POLNVCN\Desktop\A-Love-Story\core\src\com\nana\screens\MainMenuScreen.java", "Java", 0, 0, 0, 0, 0, 146, 0, 0, 0, 15, 38, 199
"c:\Users\Ayansu.DESKTOP-POLNVCN\Desktop\A-Love-Story\core\src\com\nana\screens\TutorialGameScreen.java", "Java", 0, 0, 0, 0, 0, 132, 0, 0, 0, 11, 43, 186
"c:\Users\Ayansu.DESKTOP-POLNVCN\Desktop\A-Love-Story\desktop\build.gradle", "Gradle", 37, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11, 49
"c:\Users\Ayansu.DESKTOP-POLNVCN\Desktop\A-Love-Story\desktop\src\com\nana\game\DesktopLauncher.java", "Java", 0, 0, 0, 0, 0, 14, 0, 0, 0, 1, 5, 20
"c:\Users\Ayansu.DESKTOP-POLNVCN\Desktop\A-Love-Story\gradle.properties", "Java Properties", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\Ayansu.DESKTOP-POLNVCN\Desktop\A-Love-Story\gradle\wrapper\gradle-wrapper.properties", "Java Properties", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\Ayansu.DESKTOP-POLNVCN\Desktop\A-Love-Story\gradlew.bat", "Batch", 0, 0, 0, 0, 0, 0, 0, 0, 70, 0, 22, 92
"c:\Users\Ayansu.DESKTOP-POLNVCN\Desktop\A-Love-Story\replay_pid74560.log", "Log", 0, 0, 0, 0, 0, 0, 0, 1543, 0, 0, 1, 1544
"c:\Users\Ayansu.DESKTOP-POLNVCN\Desktop\A-Love-Story\settings.gradle", "Gradle", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"Total", "-", 97, 16, 8, 125, 444, 2456, 85, 1543, 70, 124, 804, 5772
